text	label	clean_text
#FamilyGuy - every conspiracy theorists favorite cartoon 	0	every conspiracy theorist favorite cartoon
#fantasy starting book 1 of The Iron Elves: a Darkness Forged In Fire by Chris Evans 	0	starting book 1 iron elf darkness forged fire chris evans
#favmoviequote &quot;Ain't nobody's business but ours&quot; - Brokeback Mountain  my GOD i love that movie! heath ledger is amazing&lt;3	0	nobody business brokeback mountain god love movie heath ledger amazing 3
#favmoviequote &quot;It's go go, not cry cry.&quot; - Planet Terror 	0	go go cry cry planet terror
#fce Rhubarb, maybe raspberries  ( Edmonton ) Free: I am looking for a rhubarb plant and maybe a few raspb.. http://tinyurl.com/oz6p4n	0	rhubarb maybe raspberry edmonton free looking rhubarb plant maybe raspb http tinyurl com oz6p4n
#FF  ~~~&gt;  @Barritz you won't be sorry 	0	sorry
#ff #followfriday @Noetical This woman has all the facts.  I chk back on her to make sure I have it right.  Follow her 4evr!! 	0	woman fact chk back make sure right follow 4evr
#FF @amous @bacieabbracci....because we're AWESOME &amp; FABULOUS 	0	awesome fabulous
#FF @ddsnorth @kellbell68 @reddsmitty @blazinglily @TKDesigns4u @gypsyjanes @nickratliff  @funkybella I know its Sat...forgot to #FF 	0	know sat forgot
#FF @GLucciano  @dudeman718 @YahyaHenry @Sn0wrose @Carelea @monkeyknopfler  coz they are all COOOOOL 	0	coz coooool
#FF @InNoSenseLost for being able to survive the punishment he's about to go through from me.  @KrystalKay08 she cooks for me and kills	0	able survive punishment go cook kill
#FF @JillStanek because she made the Olbermann' &quot;caca&quot; list - impressive Jill! 	0	made olbermann caca list impressive jill
#FF @jtdachtler the coffee man. he doesnt wanna sell you coffee though! 	0	coffee man doesnt wan na sell coffee though
#FF @KittyKatana cuz she works harder than hard workin @Smurfakins cuz she's HILARIOUS and bizarre *Smh wierd lil black girl 	0	cuz work harder hard workin cuz hilarious bizarre smh wierd lil black girl
#FF @kyelani please vote for her on  http://bit.ly/y5KKS Miss Twitterworld - she's gorgeous   And doesn't want to be beaten by hairy dude!	0	please vote http bit ly y5kks miss twitterworld gorgeous want beaten hairy dude
#FF @lizzs_lockeroom because she is beautiful &amp; knows her sports! 	0	lockeroom beautiful know sport
#FF @MacCherry becuz he is dedicated to helpin when needed  and he's cute =p	0	becuz dedicated helpin needed cute p
#FF @ms)sugakane  she is cool as well 	0	sugakane cool well
#FF @qianam  Follow Qiana because she likes sports, is gorgeous and said she is going to tweet me up in person when she gets to LA 	0	follow qiana like sport gorgeous said going tweet person get la
#ff @regalclothing:  Did someone say tweets!?   http://is.gd/O2XA okay you need 3xls I drink beer! lol	0	someone say tweet http gd o2xa okay need 3xls drink beer lol
#FF @sincerelyAriel and make her smile! 	0	make smile
#FF @SteveHarvin because he makes me laugh and his tweets are hilarious sometimes...and hes a really nice person 	0	make laugh tweet hilarious sometimes he really nice person
#FF @TAH_MF @Jay_West_Go @NVMEMIZZROYALTY @i_am_ty @PdotWhy @PrinceSuave @RenewedCraig @mrs_nini @iamyelle and of course @FlyBoyPhantom 	0	mf west go ty nini course
#FF @ThugRockStar If you want some knowledge from 6 ft+ high...  plus he's a cool azz bro-thug 	0	want knowledge 6 ft high plus cool azz bro thug
#FF @YoungSlapz because his blog is really cool  And he works really hard on it for the ppl who go to it...you all should support it! 	0	blog really cool work really hard ppl go support
&quot;Immortality! Take it! It's yours!&quot; What movie is this? 	0	immortality take movie
&quot;Is this a kissing book?&quot; ~ Princess Bride's on 	0	kissing book princess bride
&quot;Isn't making a smoking section in a restaurant like making a peeing section in a swimming pool?&quot; | @ameyamhatre - awesome 	0	making smoking section restaurant like making peeing section swimming pool awesome
&quot;It Happened One Night&quot; Clark Gable &amp; Claudette Cobert Film is Winner of 5 Oscars... A must see on TCM 8pm today! On now  ..........	0	happened one night clark gable claudette cobert film winner 5 oscar must see tcm 8pm today
&quot;It is nice to come together for the purpose of co-creating! Do you agree??&quot; Abraham &quot;There is much Love here for you&quot; Abraham (+ Dawn) 	0	nice come together purpose co creating agree abraham much love abraham dawn
&quot;It is the calling from everyone of us to heal the broken world.&quot; 	0	calling everyone u heal broken world
&quot;It may sound boring but it's the boring things I remember the most.&quot; Up was amazing. 	0	may sound boring boring thing remember amazing
&quot;It takes a smart husband to have the last word and not use it.&quot; 	0	take smart husband last word use
&quot;it was so laid-back and I got to interact with everyone there.&quot; Gahhhhh that would be so incredible! All those lucky people!! Haha. 	0	laid back got interact everyone gahhhhh would incredible lucky people haha
&quot;It's between your leg!&quot; 	0	leg
&quot;It's blinding...but I can't look away.&quot; -Elizabeth Shanholtz Meh best friennnnn 	0	blinding look away elizabeth shanholtz meh best friennnnn
&quot;Its just the start, don't give up now.&quot; Listening to @ModSun - so proud of my brover...listen to them now...life lessons my friend. 	0	start give listening proud brover listen life lesson friend
&quot;its never too late to shoot for the stars, regardless of who you are&quot; 	0	never late shoot star regardless
&quot;It's not judgmental when you're right&quot; - thanks Erica  Valuable lessons from public opinion class.	0	judgmental right thanks erica valuable lesson public opinion class
&quot;It's pronounced Wienerslave.&quot; 	0	pronounced wienerslave
&quot;It's rare that 2can get along But when they do, they're inseparable. Such a blessing comes 2few&quot; - i feel blessed 2day. U know who U R! 	0	rare 2can get along inseparable blessing come 2few feel blessed 2day u know u r
&quot;It's the friends you can call up at 4 a.m. that matter.&quot; ~Marlene Dietrich  - Or tweet at 4am 	0	friend call 4 matter marlene dietrich tweet 4am
&quot;It's the same old song! (...) Let's play it again!&quot; Dumb? Peter TÃÂ¤gtgren knows how to make a masterpiece from such an dumb lyric 	0	old song let u play dumb peter gtgren know make masterpiece dumb lyric
&quot;Jake Coco: hi!!!!    I love your picture....haha funny stuff!&quot;. vou ali agarrar ele, beijos.	0	jake coco hi love picture haha funny stuff vou ali agarrar ele beijos
&quot;Jesus wept.&quot; Tears can be a wonderful way 2 show R kids love.  http://bit.ly/SYVrx	0	jesus wept tear wonderful way 2 show r kid love http bit ly syvrx
&quot;Jon &amp; Kate Plus 8&quot; marathon commencing... 	0	jon kate plus 8 marathon commencing
&quot;Journalists who don't kiss Obama's feet&quot; ... http://is.gd/LsDE ... Lucianne.com commenters are great (and not just 'cause I post there). 	0	journalist kiss obama foot http gd lsde lucianne com commenters great post
&quot;journey to the center of the earth&quot; ?! wow. that could be a huge adventure for me 	0	journey center earth wow could huge adventure
&quot;ÃÂ¢ÃÂ¾ÃÂ»ÃÅÃÂºÃÂ¾ ÃÂ¾ÃâÃÂºÃÂ»ÃÅ½Ãâ¡ÃÂ¸ track changes ÃÂ¸ ÃÂ¿Ãâ¬ÃÂ¸ÃÂ¼ÃÂ¸ ÃÂ¿ÃÂ¾ÃÂ·ÃÂ´Ãâ¬ÃÂ°ÃÂ²ÃÂ»ÃÂµÃÂ½ÃÂ¸Ã?...ÃÂ² Ã?ÃÂ¼Ãâ¹Ã?ÃÂ»ÃÂµ, ÃÂ¸Ã?ÃÂ¿Ãâ¬ÃÂ°ÃÂ²ÃÂ»ÃÂµÃÂ½ÃÂ¸Ã?&quot;. 	0	track change
&quot;Dance your ass off&quot; is a new show I know I'm going to fall in love with 	0	dance as new show know going fall love
&quot;Deadline&quot;, an excellent stop motion video using Post-It notes. http://tinyurl.com/m5c8le Yeah, it's slow at work today. 	0	deadline excellent stop motion video using post note http tinyurl com m5c8le yeah slow work today
&quot;Dear Sleep Diary, i'm sorry i've hurt your feelings by saying that you're imaginary. i'll make it up to you by buying you a new cover..&quot; 	0	dear sleep diary sorry hurt feeling saying imaginary make buying new cover
&quot;Destiny does what she wants&quot; aka Girls do what they want//The Maine&lt;3 	0	destiny want aka girl want maine 3
&quot;Dhani: Sekolah Bukan Kewajiban&quot; (http://tinyurl.com/nkf2h5). Now Dhani, take this: http://tinyurl.com/l7xc9y 	0	dhani sekolah bukan kewajiban http tinyurl com nkf2h5 dhani take http tinyurl com l7xc9y
&quot;Distance makes the heart grow fonder&quot; --&gt;the truth   thank you @AlaskaLoneWolf	0	distance make heart grow fonder truth thank
&quot;Do It Again&quot; (Blogula Remix) de The Fire and Reason http://bit.ly/nsKpZ ÃÂ¡GRATIS! 	0	blogula remix de fire reason http bit ly nskpz gratis
&quot;Do they have a Frenchman introduction class?&quot; No, but they have a Freshman one. 	0	frenchman introduction class freshman one
&quot;do you believe in love at first site? or should i walk by you again&quot; - nickasaur  . . listen to it its called love at first site	0	believe love first site walk nickasaur listen called love first site
&quot;do you know where new hampshire is&quot; hahaha 	0	know new hampshire hahaha
&quot;Do you smell that?&quot; &quot;Everyday.&quot; I loveeeeeeeeeeee Dean! 	0	smell everyday loveeeeeeeeeeee dean
&quot;Do you think you are some kind of umbrella expert now?&quot; - goash, it's cool. 	0	think kind umbrella expert goash cool
&quot;Domino's Pizza- Headingley, Horsforth and Guiseley&quot; - now on Facebook, become a fan! We've got a competition on for free pizza too- yay! 	0	domino pizza headingley horsforth guiseley facebook become fan got competition free pizza yay
&quot;Don't be afraid your life will end. Be afraid that it will never begin.&quot; wow... that was a pretty deep quote for a dumb FWD: email.  	0	afraid life end afraid never begin wow pretty deep quote dumb fwd email
&quot;don't eat it!&quot; It's a F***ing Arsehole!!!! 	0	eat f ing arsehole
&quot;Don't Fear the Reaper&quot; by Blue Oyster Cult on the radio--my 12 year old says, &quot; Don't change it, I like that song.&quot; 	0	fear reaper blue oyster cult radio 12 year old say change like song
&quot;don't settle for someone who only buys you coffee. go for someone who makes you one.&quot; yiiee! 	0	settle someone buy coffee go someone make one yiiee
&quot;Don't stop. Don't stop smiling.&quot; - @wholefoods security guard to me. Thanks, I won't 	0	stop stop smiling security guard thanks
&quot;Don't you leave him, Samwise Gamgee!&quot; HAHAHAHAHA!!! I just thought of that. My favorite Lord of the Rings quote. 	0	leave samwise gamgee hahahahaha thought favorite lord ring quote
&quot;Drag Me To Helk&quot; Soundss Greaat. 	0	drag helk sound greaat
#FF AndyWendt:  @JamieGator @1MysteryGirl @dmattpreston @JuanitaBerguson @rcul8r &lt;-- Because they say nice things in their FF tweets 	0	andywendt say nice thing ff tweet
#FF Can't forget @markebutler @kidmo @ryaisonfire @melimelb @LiveFreeT @RikaReek @Chazzyonce @AndreaRenee @starbby @ColorMeCute 	0	forget
#FF cool peeps to follow @TNGlive @emusicmotion @therockstar76 and quirky fellow @grum 	0	cool peep follow quirky fellow
#FF Lets really help and old friend of KIIS - Valentine just sent us a tweet let's all follow him @Go4Valentine tell him hi 	0	let really help old friend kiis valentine sent u tweet let u follow tell hi
#FF Love to @longnu ... and I hope u are all having a great week! 	0	love hope u great week
#FF THX ALL OF YOU!  YOU ARE ALL AWESOME!!!!!!!! @FollowMe_RnBE @davidgideon @yuliakatkova @CharPrincessa	0	thx awesome rnbe
#FFF @BleuMuze - A Writer, Poet, Animal Lover, Spiritual Explorer, Extraterrestrial Reporter - the last one is had me go &quot;huh?/Cool!&quot; 	0	writer poet animal lover spiritual explorer extraterrestrial reporter last one go huh cool
#firefly weekend on SciFi channel  I'm a happy man	0	weekend scifi channel happy man
#firstrecord - it was either Shaun Cassidy or Leif Garrett on vinyl. I still have them.. 	0	either shaun cassidy leif garrett vinyl still
